,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Washington,2500,94401,8,4
,Taft,Nixson,500,193301,8,3
,Truman,Taylor,1000,257501,5,2
,Obama,Buchanan,2500,45801,6,7
,Jefferson,Reagan,1000,45801,8,6
,Madison,Hoover,1000,26401,4,8
,Grant,Pierce,1500,74801,5,5
,Arthur,Carter,2500,309801,5,1
,総取引における距離の平均,1562.0,合算地,12500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,9,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Truman,1000,69801,7,7
,Nixson,Roosevelt,2000,309801,6,2
,Hoover,Taft,500,257501,6,4
,Carter,Obama,1500,302401,3,3
,Clinton,Hayes,3500,348001,6,1
,Coolidge,Mckinley,2000,74801,5,6
,Washington,Bush,2000,97000,3,5
,総取引における距離の平均,1785.0,合算地,12500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,5,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Eisenhower,500,108001,5,5
,Roosevelt,Kennedy,1500,108001,4,5
,Ford,Clinton,2500,115201,3,3
,Hayes,Coolidge,2500,218701,1,2
,Mckinley,Johnson,4500,302400,5,1
,総取引における距離の平均,2300.0,合算地,11500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,2,買いたい家の数,4,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Garfield,2000,94401,2,1
,総取引における距離の平均,2000.0,合算地,2000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,8,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Buren,3500,245001,4,2
,Jackson,Buchanan,1500,198001,3,3
,Taylor,Pierce,500,264801,4,1
,Garfield,Harrison,1500,33801,2,4
,Cleveland,Polk,1500,33801,5,5
,総取引における距離の平均,1700.0,合算地,8500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,12,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Polk,Madison,3000,336001,5,1
,Tyler,Jackson,1500,312801,5,2
,Fillmore,Taylor,3500,168001,5,6
,Pierce,Grant,1500,309801,2,3
,Buchanan,Cleveland,3000,247901,1,5
,Harrison,Adams,1000,309801,6,4
,総取引における距離の平均,2250.0,合算地,13500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,10,買いたい家の数,9,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Ford,1500,158801,9,4
,Carter,Nixson,1500,302401,9,2
,Clinton,Truman,3000,348001,8,1
,Adams,Obama,1000,232701,5,3
,Washington,Coolidge,2500,97001,6,7
,Madison,Jefferson,500,26401,6,9
,Monroe,Fillmore,1500,108001,4,6
,Lincoln,Tyler,2500,108001,2,5
,Grant,Reagan,3000,74800,9,8
,総取引における距離の平均,1888.0,合算地,17000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,10,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Washington,2500,94401,7,4
,Reagan,Hoover,500,69801,7,6
,Nixson,Carter,1500,309801,6,1
,Truman,Clinton,3000,257501,5,3
,Obama,Lincoln,2000,45801,5,7
,Coolidge,Monroe,1000,74801,3,5
,Jefferson,Taft,2000,45801,8,8
,Arthur,Hayes,2000,309801,4,2
,総取引における距離の平均,1812.0,合算地,14500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,5,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taft,Bush,500,193301,3,4
,Hoover,Roosevelt,1000,257501,2,2
,Hayes,Arthur,2000,218701,1,3
,Mckinley,Kennedy,4000,302400,3,1
,総取引における距離の平均,1875.0,合算地,7500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,6,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Cleveland,2500,108001,2,2
,Roosevelt,Taylor,1500,108001,3,2
,Buren,Mckinley,1000,94401,2,3
,総取引における距離の平均,1666.0,合算地,5000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,7,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Fillmore,Polk,1000,2,6,6
,Taylor,Eisenhower,2000,2,6,1
,Pierce,Jackson,2000,2,6,4
,Buchanan,Ford,1500,2,5,2
,Cleveland,Tyler,1000,2,2,3
,Harrison,Buren,500,2,1,6
,総取引における距離の平均,1333.0,合算地,8000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,9,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Ford,Washington,1000,2,6,7
,Monroe,Fillmore,1500,2,7,6
,Jackson,Clinton,2500,2,7,2
,Polk,Madison,3000,2,5,3
,Tyler,Pierce,3500,2,3,4
,Grant,Buchanan,1000,2,4,5
,Garfield,Harrison,1500,2,1,7
,総取引における距離の平均,2000.0,合算地,14000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,4.0
