,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,Taylor,Garfield,5000,264801,5,5
,Pierce,Harrison,3000,309801,2,2
,Hayes,Clinton,3500,218701,1,7
,Mckinley,Eisenhower,4000,302401,9,4
,総取引における距離の平均,2666.0,合算地,24000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,6,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Jefferson,2500,245001,4,2
,Nixson,Jackson,3000,309801,2,1
,Grant,Taylor,2000,74801,1,3
,総取引における距離の平均,2500.0,合算地,7500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,7,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Jefferson,Arthur,3500,45801,1,1
,総取引における距離の平均,3500.0,合算地,3500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,10,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Ford,Tyler,2500,115201,2,2
,Garfield,Cleveland,1000,33801,1,3
,Arthur,Coolidge,1500,309800,3,1
,総取引における距離の平均,1666.0,合算地,5000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,10,買いたい家の数,9,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Clinton,Buchanan,3000,348001,9,1
,Obama,Kennedy,1500,45801,8,7
,Coolidge,Bush,1500,74801,9,6
,Madison,Hoover,1000,26401,8,9
,Monroe,Washington,1500,108001,7,4
,Tyler,Roosevelt,2500,312801,6,2
,Buren,Fillmore,500,94401,7,5
,Lincoln,Eisenhower,3500,108001,9,3
,Cleveland,Ford,2500,33801,7,8
,総取引における距離の平均,1944.0,合算地,17500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,7.0
,売りたい家の数,11,買いたい家の数,9,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Clinton,2000,158801,9,6
,Bush,Buren,2500,108001,8,7
,Roosevelt,Lincoln,3000,108001,7,8
,Taft,Obama,500,193301,7,4
,Hoover,Truman,1500,257501,8,1
,Washington,Monroe,1500,97001,6,9
,Fillmore,Madison,2000,168001,8,5
,Buchanan,Harrison,2500,247901,1,2
,Hayes,Reagan,3500,218700,6,3
,総取引における距離の平均,2111.0,合算地,19000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,7,買いたい家の数,8,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Nixson,Taft,500,309801,6,3
,Truman,Kennedy,2000,257501,6,6
,Taylor,Carter,2000,264801,5,5
,Pierce,Johnson,3000,309801,7,3
,Grant,Adams,1500,74801,6,7
,Harrison,Polk,2000,309801,2,1
,Mckinley,Hayes,500,302401,5,4
,総取引における距離の平均,1642.0,合算地,11500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,7,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Grant,4000,94401,5,4
,Reagan,Mckinley,3000,69801,4,5
,Carter,Taylor,2000,302401,4,2
,Adams,Pierce,2000,232701,3,3
,Polk,Jackson,2000,336000,5,1
,総取引における距離の平均,2600.0,合算地,13000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,2,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Jackson,Arthur,2000,198001,1,1
,総取引における距離の平均,2000.0,合算地,2000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,9,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Ford,Buren,1500,115201,5,3
,Tyler,Garfield,1000,312801,3,1
,Lincoln,Monroe,500,108001,2,4
,Arthur,Madison,3000,309801,4,2
,総取引における距離の平均,1500.0,合算地,6000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,9,買いたい家の数,10,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Nixson,2000,108001,9,4
,Hoover,Ford,1000,257501,8,2
,Clinton,Taft,1000,348001,8,1
,Washington,Fillmore,3000,97001,7,5
,Jefferson,Lincoln,1500,45801,8,7
,Madison,Tyler,2500,26401,7,9
,Monroe,Bush,2500,108001,9,4
,Buren,Buchanan,2000,94401,3,6
,Garfield,Hayes,2500,33801,1,8
,総取引における距離の平均,2000.0,合算地,18000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,11,買いたい家の数,9,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Truman,1500,2,8,9
,Nixson,Hoover,1000,2,9,9
,Taft,Clinton,1000,2,7,2
,Fillmore,Obama,1000,2,6,3
,Buchanan,Washington,1500,2,5,4
,Grant,Jefferson,2000,2,4,5
,Hayes,Taylor,2500,2,3,6
,Harrison,Pierce,3000,2,3,7
,Mckinley,Cleveland,1000,2,1,9
,総取引における距離の平均,1611.0,合算地,14500,何番目に好きな人に売れたの平均,6.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,7,買いたい家の数,8,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Nixson,1500,2,7,7
,Truman,Kennedy,2000,2,7,1
,Obama,Roosevelt,2000,2,6,2
,Polk,Mckinley,2500,2,6,7
,Taylor,Adams,2500,2,4,3
,Pierce,Grant,1500,2,3,4
,Cleveland,Harrison,500,2,2,5
,総取引における距離の平均,1785.0,合算地,12500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
